max_temp_celsius,min_temp_celsius,feat_poverty_rate,feat_unemployment_rate,feat_median_hh_income,feat_total_population,overall_homeless,unsheltered_homeless,hri_value
21.3,-6.1,0.13487497,0.064024887,86771.0,51097595,199746,131708,16
11.5,-10.1,0.123822999,0.062661603,75925.25,51047292,72707,9836,0
34.9,11.4,0.143754067,0.066437857,89433.75,51296062,11198,1737,84
15.7,-7.5,0.122209383,0.062331384,71354.25,50970442,11198,1737,14
29.7,17.2,0.143754067,0.066437857,89433.75,51296062,37503,14843,284
33.8,16.3,0.123822999,0.062661603,75925.25,51047292,40033,16107,219
24.4,-1.0,0.143754067,0.066437857,89433.75,51296062,44337,19689,13
24.3,2.1,0.13487497,0.064024887,86771.0,51097595,75124,33971,22
31.5,13.3,0.143754067,0.066437857,89433.75,51296062,175741,121175,309
31.8,9.6,0.143754067,0.066437857,89433.75,51296062,38691,15373,25
24.3,9.3,0.143754067,0.066437857,89433.75,51296062,75124,33971,227
22.3,5.9,0.13487497,0.064024887,86771.0,51097595,40578,17912,4
23.3,-0.4,0.127143061,0.063729376,82736.5,51083792,75124,33971,8
40.6,17.3,0.13487497,0.064024887,86771.0,51097595,199746,131708,248
25.8,1.2,0.122209383,0.062331384,71354.25,50970442,14027,2921,0
36.3,14.5,0.143754067,0.066437857,89433.75,51296062,41645,18141,296
32.6,5.9,0.127143061,0.063729376,82736.5,51083792,27006,8345,223
33.2,16.4,0.120455594,0.059930489,65780.75,50440323,224813,141325,110
15.1,-7.3,0.13487497,0.064024887,86771.0,51097595,13240,1956,2
26.9,10.9,0.123822999,0.062661603,75925.25,51047292,79024,39158,19
11.6,-15.5,0.120455594,0.059930489,65780.75,50440323,40033,16107,2
16.2,-5.5,0.123822999,0.062661603,75925.25,51047292,38691,15373,40
30.3,4.3,0.120455594,0.059930489,65780.75,50440323,13054,1749,8
27.4,10.2,0.122209383,0.062331384,71354.25,50970442,154765,102050,28
19.5,-4.9,0.143754067,0.066437857,89433.75,51296062,41645,18141,290
39.0,14.8,0.143754067,0.066437857,89433.75,51296062,13269,2606,416
18.3,-11.3,0.127143061,0.063729376,82736.5,51083792,199746,131708,16
41.5,12.4,0.120455594,0.059930489,65780.75,50440323,11198,1737,163
25.0,4.2,0.122209383,0.062331384,71354.25,50970442,72707,9836,106
26.0,2.0,0.143754067,0.066437857,89433.75,51296062,72707,9836,7
25.2,-5.6,0.127143061,0.063729376,82736.5,51083792,69137,26627,6
18.2,-3.8,0.143754067,0.066437857,89433.75,51296062,75124,33971,8
35.5,3.9,0.127143061,0.063729376,82736.5,51083792,37503,14843,3
15.5,-7.1,0.143754067,0.066437857,89433.75,51296062,49612,15618,0
43.3,24.9,0.127143061,0.063729376,82736.5,51083792,154765,102050,166
29.6,8.2,0.13487497,0.064024887,86771.0,51097595,13054,1749,108
24.1,8.8,0.123822999,0.062661603,75925.25,51047292,75124,33971,459
21.9,6.2,0.143754067,0.066437857,89433.75,51296062,224813,141325,12
25.4,0.8,0.122209383,0.062331384,71354.25,50970442,70087,31698,8
22.1,-0.5,0.13487497,0.064024887,86771.0,51097595,79024,39158,5
33.3,6.9,0.120613729,0.061154306,68955.0,50728272,40578,17912,311
28.0,3.7,0.127143061,0.063729376,82736.5,51083792,49612,15618,30
32.5,9.6,0.143754067,0.066437857,89433.75,51296062,72707,9836,109
33.7,8.7,0.127143061,0.063729376,82736.5,51083792,14459,3536,0
39.9,22.4,0.13487497,0.064024887,86771.0,51097595,175741,121175,903
39.6,17.1,0.120613729,0.061154306,68955.0,50728272,13240,1956,93
32.8,10.8,0.122209383,0.062331384,71354.25,50970442,41645,18141,24
22.0,-4.5,0.127143061,0.063729376,82736.5,51083792,72707,9836,53
26.1,0.6,0.120613729,0.061154306,68955.0,50728272,211600,140401,29
28.6,6.6,0.120455594,0.059930489,65780.75,50440323,186675,127722,9
42.8,15.6,0.13487497,0.064024887,86771.0,51097595,154765,102050,169
26.3,-3.2,0.123822999,0.062661603,75925.25,51047292,72707,9836,0
27.3,0.2,0.143754067,0.066437857,89433.75,51296062,67013,25395,298
28.7,6.2,0.13487497,0.064024887,86771.0,51097595,14459,3536,54
19.3,-6.9,0.122209383,0.062331384,71354.25,50970442,13240,1956,14
43.3,13.9,0.127143061,0.063729376,82736.5,51083792,38691,15373,327
25.7,1.4,0.127143061,0.063729376,82736.5,51083792,40578,17912,10
27.6,3.6,0.143754067,0.066437857,89433.75,51296062,224813,141325,12
33.9,13.2,0.127143061,0.063729376,82736.5,51083792,72707,9836,80
16.9,-5.6,0.123822999,0.062661603,75925.25,51047292,49612,15618,11
16.6,-3.3,0.127143061,0.063729376,82736.5,51083792,67013,25395,5
39.5,16.0,0.123822999,0.062661603,75925.25,51047292,14027,2921,472
33.4,12.1,0.127143061,0.063729376,82736.5,51083792,175741,121175,28
26.3,9.1,0.13487497,0.064024887,86771.0,51097595,15456,4053,201
43.3,19.1,0.120613729,0.061154306,68955.0,50728272,13240,1956,95
36.1,15.4,0.122209383,0.062331384,71354.25,50970442,199746,131708,290
40.6,9.8,0.120455594,0.059930489,65780.75,50440323,67013,25395,29
14.8,-11.9,0.127143061,0.063729376,82736.5,51083792,38691,15373,6
24.5,2.8,0.13487497,0.064024887,86771.0,51097595,44337,19689,61
23.8,-2.8,0.120455594,0.059930489,65780.75,50440323,13054,1749,6
40.7,17.1,0.122209383,0.062331384,71354.25,50970442,11198,1737,354
27.6,14.0,0.143754067,0.066437857,89433.75,51296062,186675,127722,50
28.2,9.5,0.143754067,0.066437857,89433.75,51296062,40578,17912,351
43.3,22.9,0.127143061,0.063729376,82736.5,51083792,40578,17912,330
27.3,2.2,0.123822999,0.062661603,75925.25,51047292,44337,19689,4
27.8,11.6,0.127143061,0.063729376,82736.5,51083792,69137,26627,25
39.6,16.0,0.143754067,0.066437857,89433.75,51296062,186675,127722,71
33.6,13.1,0.120455594,0.059930489,65780.75,50440323,79024,39158,60
13.7,-8.1,0.13487497,0.064024887,86771.0,51097595,41645,18141,7
19.0,1.8,0.120455594,0.059930489,65780.75,50440323,37503,14843,27
37.8,15.0,0.13487497,0.064024887,86771.0,51097595,37503,14843,746
29.2,-3.1,0.127143061,0.063729376,82736.5,51083792,40033,16107,16
31.6,5.2,0.143754067,0.066437857,89433.75,51296062,15456,4053,181
28.5,9.1,0.122209383,0.062331384,71354.25,50970442,154765,102050,95
21.8,3.7,0.143754067,0.066437857,89433.75,51296062,14027,2921,197
34.1,2.4,0.127143061,0.063729376,82736.5,51083792,44337,19689,300
20.4,-5.2,0.122209383,0.062331384,71354.25,50970442,14459,3536,6
30.7,5.4,0.120613729,0.061154306,68955.0,50728272,68248,26140,302
30.4,10.6,0.143754067,0.066437857,89433.75,51296062,68248,26140,10
27.5,1.3,0.13487497,0.064024887,86771.0,51097595,69137,26627,177
14.0,-3.1,0.127143061,0.063729376,82736.5,51083792,38691,15373,5
33.7,9.2,0.127143061,0.063729376,82736.5,51083792,49612,15618,621
13.7,-6.6,0.122209383,0.062331384,71354.25,50970442,11198,1737,0
19.2,-9.6,0.123822999,0.062661603,75925.25,51047292,40578,17912,9
25.1,-4.8,0.143754067,0.066437857,89433.75,51296062,72707,9836,6
12.2,-12.3,0.120613729,0.061154306,68955.0,50728272,40033,16107,8
23.5,-9.1,0.120455594,0.059930489,65780.75,50440323,211600,140401,19
20.4,-4.0,0.13487497,0.064024887,86771.0,51097595,211600,140401,27
14.4,-0.7,0.122209383,0.062331384,71354.25,50970442,211600,140401,137
43.1,18.0,0.127143061,0.063729376,82736.5,51083792,79024,39158,152
31.8,10.2,0.13487497,0.064024887,86771.0,51097595,37503,14843,313
23.1,-2.3,0.120455594,0.059930489,65780.75,50440323,14459,3536,7
33.9,12.7,0.123822999,0.062661603,75925.25,51047292,14459,3536,194
15.4,-3.0,0.123822999,0.062661603,75925.25,51047292,38691,15373,3
36.9,14.3,0.143754067,0.066437857,89433.75,51296062,199746,131708,458
19.6,-4.7,0.122209383,0.062331384,71354.25,50970442,15456,4053,192
32.3,12.5,0.120613729,0.061154306,68955.0,50728272,40578,17912,564
18.6,-2.7,0.13487497,0.064024887,86771.0,51097595,38691,15373,16
25.7,3.2,0.127143061,0.063729376,82736.5,51083792,49612,15618,60
19.9,-3.0,0.122209383,0.062331384,71354.25,50970442,41645,18141,263
25.8,5.2,0.120613729,0.061154306,68955.0,50728272,14027,2921,160
30.9,-5.1,0.120455594,0.059930489,65780.75,50440323,154765,102050,3
13.9,-9.1,0.123822999,0.062661603,75925.25,51047292,79024,39158,18
37.5,10.4,0.143754067,0.066437857,89433.75,51296062,70087,31698,24
28.4,3.1,0.123822999,0.062661603,75925.25,51047292,27006,8345,362
25.5,4.5,0.143754067,0.066437857,89433.75,51296062,38691,15373,21
35.9,3.5,0.13487497,0.064024887,86771.0,51097595,154765,102050,133
23.6,-0.5,0.122209383,0.062331384,71354.25,50970442,13269,2606,211
20.4,-2.7,0.127143061,0.063729376,82736.5,51083792,13054,1749,11
20.0,-6.8,0.123822999,0.062661603,75925.25,51047292,186675,127722,5
23.0,0.6,0.127143061,0.063729376,82736.5,51083792,13240,1956,6
38.3,17.7,0.143754067,0.066437857,89433.75,51296062,13054,1749,679
37.8,11.5,0.120613729,0.061154306,68955.0,50728272,69137,26627,335
25.0,4.8,0.120455594,0.059930489,65780.75,50440323,37503,14843,232
16.5,-8.1,0.120613729,0.061154306,68955.0,50728272,199746,131708,3
19.1,0.2,0.123822999,0.062661603,75925.25,51047292,154765,102050,8
20.5,-1.7,0.122209383,0.062331384,71354.25,50970442,14027,2921,39
26.7,7.7,0.13487497,0.064024887,86771.0,51097595,186675,127722,18
23.9,4.4,0.123822999,0.062661603,75925.25,51047292,13054,1749,3
31.1,9.8,0.122209383,0.062331384,71354.25,50970442,75124,33971,155
34.4,9.9,0.13487497,0.064024887,86771.0,51097595,38691,15373,399
29.1,10.9,0.120613729,0.061154306,68955.0,50728272,49612,15618,434
16.1,-9.1,0.127143061,0.063729376,82736.5,51083792,186675,127722,3
18.6,-3.3,0.13487497,0.064024887,86771.0,51097595,27006,8345,8
40.7,22.5,0.127143061,0.063729376,82736.5,51083792,13240,1956,228
26.5,0.3,0.13487497,0.064024887,86771.0,51097595,13054,1749,29
22.1,-12.2,0.120455594,0.059930489,65780.75,50440323,14027,2921,6
15.6,-7.6,0.143754067,0.066437857,89433.75,51296062,40578,17912,17
28.5,7.4,0.122209383,0.062331384,71354.25,50970442,27006,8345,212
2.4,-22.5,0.127143061,0.063729376,82736.5,51083792,44337,19689,0
17.3,-0.7,0.127143061,0.063729376,82736.5,51083792,175741,121175,4
20.1,-2.1,0.127143061,0.063729376,82736.5,51083792,13054,1749,73
43.3,20.6,0.120613729,0.061154306,68955.0,50728272,199746,131708,333
32.6,14.7,0.123822999,0.062661603,75925.25,51047292,11198,1737,21
20.4,2.1,0.143754067,0.066437857,89433.75,51296062,40033,16107,6
28.6,8.4,0.123822999,0.062661603,75925.25,51047292,27006,8345,138
20.7,-4.3,0.143754067,0.066437857,89433.75,51296062,70087,31698,24
36.4,10.4,0.143754067,0.066437857,89433.75,51296062,13054,1749,831
37.0,13.9,0.123822999,0.062661603,75925.25,51047292,69137,26627,770
21.1,-1.2,0.127143061,0.063729376,82736.5,51083792,70087,31698,116
36.4,14.2,0.120613729,0.061154306,68955.0,50728272,211600,140401,331
30.2,5.0,0.143754067,0.066437857,89433.75,51296062,13054,1749,67
30.7,9.4,0.120613729,0.061154306,68955.0,50728272,211600,140401,61
9.7,-14.9,0.143754067,0.066437857,89433.75,51296062,175741,121175,21
9.8,-16.5,0.120455594,0.059930489,65780.75,50440323,175741,121175,0
23.3,-0.4,0.127143061,0.063729376,82736.5,51083792,224813,141325,162
26.5,2.8,0.122209383,0.062331384,71354.25,50970442,40578,17912,132
34.7,15.8,0.143754067,0.066437857,89433.75,51296062,72707,9836,858
30.2,2.4,0.13487497,0.064024887,86771.0,51097595,199746,131708,165
33.4,11.8,0.123822999,0.062661603,75925.25,51047292,224813,141325,250
30.2,6.1,0.13487497,0.064024887,86771.0,51097595,154765,102050,20
27.8,-2.2,0.127143061,0.063729376,82736.5,51083792,49612,15618,26
20.4,-3.1,0.120455594,0.059930489,65780.75,50440323,224813,141325,4
41.9,19.0,0.122209383,0.062331384,71354.25,50970442,68248,26140,667
29.0,6.1,0.13487497,0.064024887,86771.0,51097595,70087,31698,35
29.4,1.9,0.127143061,0.063729376,82736.5,51083792,15456,4053,22
28.3,7.0,0.122209383,0.062331384,71354.25,50970442,11198,1737,112
37.5,16.0,0.143754067,0.066437857,89433.75,51296062,13269,2606,542
23.5,4.9,0.143754067,0.066437857,89433.75,51296062,72707,9836,213
34.4,18.0,0.127143061,0.063729376,82736.5,51083792,11198,1737,42
15.0,-5.3,0.120613729,0.061154306,68955.0,50728272,186675,127722,9
19.1,-6.9,0.143754067,0.066437857,89433.75,51296062,13269,2606,183
19.4,-7.0,0.122209383,0.062331384,71354.25,50970442,68248,26140,8
29.5,6.6,0.13487497,0.064024887,86771.0,51097595,13054,1749,340
42.6,16.2,0.143754067,0.066437857,89433.75,51296062,13269,2606,143
20.3,-0.8,0.143754067,0.066437857,89433.75,51296062,13240,1956,11
28.8,12.1,0.120613729,0.061154306,68955.0,50728272,175741,121175,55
41.4,16.1,0.120455594,0.059930489,65780.75,50440323,38691,15373,324
26.9,0.9,0.127143061,0.063729376,82736.5,51083792,14027,2921,135
26.3,4.8,0.123822999,0.062661603,75925.25,51047292,37503,14843,416
16.2,-3.3,0.120455594,0.059930489,65780.75,50440323,13240,1956,15
22.8,0.9,0.127143061,0.063729376,82736.5,51083792,75124,33971,8
16.5,-10.9,0.120455594,0.059930489,65780.75,50440323,79024,39158,21
26.3,8.3,0.120455594,0.059930489,65780.75,50440323,44337,19689,51
21.7,-5.0,0.120455594,0.059930489,65780.75,50440323,79024,39158,7
12.9,-18.7,0.13487497,0.064024887,86771.0,51097595,67013,25395,15
23.2,8.2,0.122209383,0.062331384,71354.25,50970442,13240,1956,5
34.5,16.2,0.122209383,0.062331384,71354.25,50970442,40578,17912,84
27.2,7.4,0.143754067,0.066437857,89433.75,51296062,41645,18141,25
18.6,-5.2,0.120455594,0.059930489,65780.75,50440323,67013,25395,1
23.8,-0.1,0.143754067,0.066437857,89433.75,51296062,199746,131708,12
16.6,0.2,0.143754067,0.066437857,89433.75,51296062,38691,15373,34
20.7,-11.5,0.127143061,0.063729376,82736.5,51083792,72707,9836,7
30.2,8.3,0.123822999,0.062661603,75925.25,51047292,72707,9836,21
27.7,11.5,0.120613729,0.061154306,68955.0,50728272,175741,121175,36
31.3,2.7,0.120613729,0.061154306,68955.0,50728272,37503,14843,20
11.6,-9.0,0.120455594,0.059930489,65780.75,50440323,13269,2606,17
17.3,-7.7,0.127143061,0.063729376,82736.5,51083792,70087,31698,5
12.0,-9.6,0.143754067,0.066437857,89433.75,51296062,41645,18141,13
25.3,3.0,0.123822999,0.062661603,75925.25,51047292,40578,17912,124
34.5,15.5,0.143754067,0.066437857,89433.75,51296062,68248,26140,444
31.3,4.5,0.13487497,0.064024887,86771.0,51097595,37503,14843,633
27.0,10.6,0.123822999,0.062661603,75925.25,51047292,199746,131708,169
37.6,14.7,0.127143061,0.063729376,82736.5,51083792,40033,16107,314
16.7,2.0,0.127143061,0.063729376,82736.5,51083792,13240,1956,13
21.3,-0.3,0.123822999,0.062661603,75925.25,51047292,75124,33971,85
20.1,10.8,0.143754067,0.066437857,89433.75,51296062,13240,1956,192
20.5,-7.8,0.13487497,0.064024887,86771.0,51097595,224813,141325,11
33.1,6.7,0.120613729,0.061154306,68955.0,50728272,211600,140401,173
29.6,3.3,0.127143061,0.063729376,82736.5,51083792,199746,131708,19
24.5,6.2,0.120613729,0.061154306,68955.0,50728272,79024,39158,0
35.2,13.7,0.127143061,0.063729376,82736.5,51083792,211600,140401,287
9.2,-3.8,0.143754067,0.066437857,89433.75,51296062,224813,141325,11
35.8,21.0,0.120455594,0.059930489,65780.75,50440323,44337,19689,825
27.4,2.3,0.127143061,0.063729376,82736.5,51083792,37503,14843,236
31.4,14.6,0.13487497,0.064024887,86771.0,51097595,13269,2606,1633
39.8,20.9,0.122209383,0.062331384,71354.25,50970442,13240,1956,188
43.3,18.3,0.120455594,0.059930489,65780.75,50440323,70087,31698,294
23.7,5.1,0.127143061,0.063729376,82736.5,51083792,40033,16107,216
26.2,9.9,0.123822999,0.062661603,75925.25,51047292,70087,31698,300
23.3,3.3,0.127143061,0.063729376,82736.5,51083792,175741,121175,5
27.6,1.1,0.127143061,0.063729376,82736.5,51083792,14459,3536,117
22.4,-11.0,0.143754067,0.066437857,89433.75,51296062,175741,121175,6
20.0,2.0,0.120613729,0.061154306,68955.0,50728272,79024,39158,71
12.0,-12.8,0.122209383,0.062331384,71354.25,50970442,79024,39158,16
30.5,7.2,0.122209383,0.062331384,71354.25,50970442,224813,141325,19
23.5,-7.4,0.13487497,0.064024887,86771.0,51097595,14027,2921,11
5.7,-16.9,0.123822999,0.062661603,75925.25,51047292,44337,19689,3
11.4,-9.8,0.13487497,0.064024887,86771.0,51097595,79024,39158,6
31.6,11.7,0.123822999,0.062661603,75925.25,51047292,13054,1749,0
40.0,25.6,0.122209383,0.062331384,71354.25,50970442,13240,1956,282
5.0,-22.2,0.13487497,0.064024887,86771.0,51097595,211600,140401,4
21.6,-1.0,0.120455594,0.059930489,65780.75,50440323,13054,1749,3
40.8,18.7,0.123822999,0.062661603,75925.25,51047292,186675,127722,807
25.5,-2.4,0.143754067,0.066437857,89433.75,51296062,38691,15373,9
34.3,18.6,0.127143061,0.063729376,82736.5,51083792,41645,18141,154
43.3,22.3,0.120613729,0.061154306,68955.0,50728272,175741,121175,1394
27.3,5.2,0.127143061,0.063729376,82736.5,51083792,14027,2921,113
24.2,5.1,0.143754067,0.066437857,89433.75,51296062,199746,131708,3
21.1,2.0,0.127143061,0.063729376,82736.5,51083792,13269,2606,6
36.5,14.5,0.122209383,0.062331384,71354.25,50970442,69137,26627,556
21.5,4.3,0.143754067,0.066437857,89433.75,51296062,13240,1956,24
12.1,-14.2,0.120613729,0.061154306,68955.0,50728272,44337,19689,5
14.2,0.3,0.120455594,0.059930489,65780.75,50440323,40033,16107,25
29.5,8.4,0.143754067,0.066437857,89433.75,51296062,15456,4053,107
22.2,-4.6,0.122209383,0.062331384,71354.25,50970442,15456,4053,7
41.3,21.0,0.143754067,0.066437857,89433.75,51296062,44337,19689,662
20.4,-4.0,0.127143061,0.063729376,82736.5,51083792,38691,15373,6
27.7,4.6,0.123822999,0.062661603,75925.25,51047292,14459,3536,16
27.4,-2.2,0.120455594,0.059930489,65780.75,50440323,13240,1956,185
21.6,-1.4,0.127143061,0.063729376,82736.5,51083792,224813,141325,624
26.1,-0.9,0.122209383,0.062331384,71354.25,50970442,79024,39158,67
42.1,21.0,0.127143061,0.063729376,82736.5,51083792,199746,131708,591
39.5,22.2,0.127143061,0.063729376,82736.5,51083792,14027,2921,29
36.7,4.8,0.120613729,0.061154306,68955.0,50728272,38691,15373,876
32.5,13.9,0.143754067,0.066437857,89433.75,51296062,79024,39158,24
22.2,1.5,0.143754067,0.066437857,89433.75,51296062,13240,1956,144
37.9,14.5,0.123822999,0.062661603,75925.25,51047292,211600,140401,154
17.6,1.6,0.120455594,0.059930489,65780.75,50440323,41645,18141,2
26.1,4.3,0.13487497,0.064024887,86771.0,51097595,13269,2606,117
20.0,-7.7,0.13487497,0.064024887,86771.0,51097595,37503,14843,157
37.4,19.3,0.127143061,0.063729376,82736.5,51083792,13054,1749,371
28.6,-2.1,0.127143061,0.063729376,82736.5,51083792,11198,1737,534
23.8,-4.0,0.120613729,0.061154306,68955.0,50728272,154765,102050,3
6.8,-15.4,0.143754067,0.066437857,89433.75,51296062,154765,102050,6
24.2,-7.0,0.13487497,0.064024887,86771.0,51097595,44337,19689,7
36.1,20.6,0.122209383,0.062331384,71354.25,50970442,13054,1749,424
40.6,13.7,0.143754067,0.066437857,89433.75,51296062,72707,9836,299
30.4,6.2,0.143754067,0.066437857,89433.75,51296062,37503,14843,194
37.7,11.1,0.120455594,0.059930489,65780.75,50440323,40033,16107,1317
25.4,3.8,0.13487497,0.064024887,86771.0,51097595,68248,26140,17
28.7,7.1,0.127143061,0.063729376,82736.5,51083792,38691,15373,96
39.8,18.9,0.122209383,0.062331384,71354.25,50970442,70087,31698,236
28.3,14.0,0.127143061,0.063729376,82736.5,51083792,79024,39158,629
28.0,4.4,0.120455594,0.059930489,65780.75,50440323,11198,1737,96
5.6,-18.4,0.120613729,0.061154306,68955.0,50728272,154765,102050,1
29.3,11.6,0.13487497,0.064024887,86771.0,51097595,41645,18141,23
21.1,-5.2,0.143754067,0.066437857,89433.75,51296062,67013,25395,108
43.3,12.3,0.13487497,0.064024887,86771.0,51097595,175741,121175,227
36.6,10.9,0.143754067,0.066437857,89433.75,51296062,67013,25395,120
33.5,7.8,0.13487497,0.064024887,86771.0,51097595,72707,9836,121
19.3,-10.7,0.143754067,0.066437857,89433.75,51296062,49612,15618,6
5.6,-18.3,0.123822999,0.062661603,75925.25,51047292,13054,1749,2
40.8,17.1,0.122209383,0.062331384,71354.25,50970442,14027,2921,349
3.6,-12.9,0.123822999,0.062661603,75925.25,51047292,67013,25395,2
36.2,1.8,0.123822999,0.062661603,75925.25,51047292,67013,25395,114
11.1,-19.6,0.127143061,0.063729376,82736.5,51083792,211600,140401,0
32.2,12.7,0.127143061,0.063729376,82736.5,51083792,211600,140401,18
19.4,-1.5,0.123822999,0.062661603,75925.25,51047292,41645,18141,139
17.2,-6.5,0.120455594,0.059930489,65780.75,50440323,13054,1749,16
28.9,8.9,0.13487497,0.064024887,86771.0,51097595,27006,8345,82
28.2,13.8,0.143754067,0.066437857,89433.75,51296062,154765,102050,258
22.6,-2.0,0.123822999,0.062661603,75925.25,51047292,211600,140401,9
17.8,-9.1,0.122209383,0.062331384,71354.25,50970442,75124,33971,30
16.1,-6.2,0.13487497,0.064024887,86771.0,51097595,13054,1749,15
28.2,11.2,0.122209383,0.062331384,71354.25,50970442,72707,9836,29
18.1,-6.9,0.120613729,0.061154306,68955.0,50728272,175741,121175,7
39.7,16.1,0.123822999,0.062661603,75925.25,51047292,11198,1737,270
31.4,12.4,0.143754067,0.066437857,89433.75,51296062,72707,9836,199
40.3,17.3,0.127143061,0.063729376,82736.5,51083792,49612,15618,574
18.9,-5.0,0.127143061,0.063729376,82736.5,51083792,70087,31698,160
17.9,6.7,0.120613729,0.061154306,68955.0,50728272,199746,131708,448
24.7,5.1,0.127143061,0.063729376,82736.5,51083792,70087,31698,16
18.8,-6.4,0.123822999,0.062661603,75925.25,51047292,40033,16107,0
34.5,7.8,0.123822999,0.062661603,75925.25,51047292,15456,4053,90
25.5,2.8,0.122209383,0.062331384,71354.25,50970442,14027,2921,74
32.3,8.1,0.127143061,0.063729376,82736.5,51083792,154765,102050,301
31.1,7.1,0.127143061,0.063729376,82736.5,51083792,186675,127722,15
25.2,1.7,0.123822999,0.062661603,75925.25,51047292,41645,18141,18
30.4,-1.8,0.122209383,0.062331384,71354.25,50970442,41645,18141,303
21.5,0.7,0.122209383,0.062331384,71354.25,50970442,154765,102050,6
15.4,-10.2,0.123822999,0.062661603,75925.25,51047292,40033,16107,21
31.2,13.1,0.120613729,0.061154306,68955.0,50728272,37503,14843,120
20.6,0.3,0.120455594,0.059930489,65780.75,50440323,40033,16107,7
30.1,13.9,0.120613729,0.061154306,68955.0,50728272,70087,31698,232
26.2,-3.4,0.127143061,0.063729376,82736.5,51083792,40578,17912,7
18.8,-4.7,0.13487497,0.064024887,86771.0,51097595,154765,102050,18
14.7,-7.9,0.143754067,0.066437857,89433.75,51296062,13054,1749,0
18.6,-15.4,0.120613729,0.061154306,68955.0,50728272,40033,16107,25
31.0,10.0,0.13487497,0.064024887,86771.0,51097595,14459,3536,21
33.0,8.4,0.143754067,0.066437857,89433.75,51296062,75124,33971,8
6.4,-21.7,0.120613729,0.061154306,68955.0,50728272,211600,140401,2
31.4,6.4,0.122209383,0.062331384,71354.25,50970442,38691,15373,444
27.8,10.6,0.143754067,0.066437857,89433.75,51296062,49612,15618,328
14.6,-12.6,0.143754067,0.066437857,89433.75,51296062,68248,26140,92
21.8,0.4,0.127143061,0.063729376,82736.5,51083792,38691,15373,5
39.1,16.9,0.127143061,0.063729376,82736.5,51083792,40578,17912,8
24.9,-4.7,0.143754067,0.066437857,89433.75,51296062,72707,9836,220
11.1,-10.1,0.127143061,0.063729376,82736.5,51083792,38691,15373,6
34.1,8.9,0.127143061,0.063729376,82736.5,51083792,199746,131708,0
20.1,-6.5,0.123822999,0.062661603,75925.25,51047292,186675,127722,19
25.3,4.6,0.13487497,0.064024887,86771.0,51097595,211600,140401,146
16.0,-5.4,0.122209383,0.062331384,71354.25,50970442,14459,3536,28
24.7,7.3,0.122209383,0.062331384,71354.25,50970442,69137,26627,151
35.2,6.2,0.127143061,0.063729376,82736.5,51083792,79024,39158,159
20.5,-4.9,0.143754067,0.066437857,89433.75,51296062,75124,33971,8
11.6,-13.7,0.122209383,0.062331384,71354.25,50970442,49612,15618,23
41.9,11.8,0.13487497,0.064024887,86771.0,51097595,186675,127722,49
8.2,-17.0,0.120455594,0.059930489,65780.75,50440323,75124,33971,4
43.3,15.7,0.143754067,0.066437857,89433.75,51296062,68248,26140,0
16.6,-2.6,0.143754067,0.066437857,89433.75,51296062,154765,102050,8
34.6,15.2,0.13487497,0.064024887,86771.0,51097595,41645,18141,559
30.9,7.4,0.122209383,0.062331384,71354.25,50970442,37503,14843,30
28.2,1.7,0.13487497,0.064024887,86771.0,51097595,44337,19689,202
13.2,-12.1,0.143754067,0.066437857,89433.75,51296062,38691,15373,6
17.6,-5.2,0.120613729,0.061154306,68955.0,50728272,49612,15618,92
23.1,-5.4,0.120613729,0.061154306,68955.0,50728272,15456,4053,59
17.2,-2.5,0.120455594,0.059930489,65780.75,50440323,14027,2921,57
34.6,11.5,0.123822999,0.062661603,75925.25,51047292,175741,121175,31
36.7,19.3,0.123822999,0.062661603,75925.25,51047292,72707,9836,63
7.4,-12.7,0.143754067,0.066437857,89433.75,51296062,44337,19689,6
26.2,-2.0,0.123822999,0.062661603,75925.25,51047292,72707,9836,15
35.4,17.6,0.127143061,0.063729376,82736.5,51083792,175741,121175,495
39.3,13.9,0.143754067,0.066437857,89433.75,51296062,175741,121175,1459
19.9,2.4,0.120455594,0.059930489,65780.75,50440323,13054,1749,17
35.8,15.6,0.127143061,0.063729376,82736.5,51083792,14459,3536,9
42.8,15.4,0.123822999,0.062661603,75925.25,51047292,14459,3536,377
13.7,-4.2,0.143754067,0.066437857,89433.75,51296062,13054,1749,6
13.1,-14.1,0.127143061,0.063729376,82736.5,51083792,70087,31698,1
16.3,-10.5,0.127143061,0.063729376,82736.5,51083792,13240,1956,6
22.7,-2.1,0.143754067,0.066437857,89433.75,51296062,13269,2606,182
27.4,3.3,0.127143061,0.063729376,82736.5,51083792,49612,15618,202
36.4,8.5,0.123822999,0.062661603,75925.25,51047292,40033,16107,33
28.3,1.0,0.120613729,0.061154306,68955.0,50728272,211600,140401,35
33.7,9.5,0.120455594,0.059930489,65780.75,50440323,44337,19689,350
20.7,-0.1,0.122209383,0.062331384,71354.25,50970442,41645,18141,0
18.8,-7.4,0.120455594,0.059930489,65780.75,50440323,27006,8345,4
16.6,2.3,0.143754067,0.066437857,89433.75,51296062,72707,9836,9
27.9,7.0,0.120455594,0.059930489,65780.75,50440323,11198,1737,70
35.8,10.7,0.123822999,0.062661603,75925.25,51047292,68248,26140,121
13.3,-12.8,0.120455594,0.059930489,65780.75,50440323,13269,2606,3
30.0,7.2,0.127143061,0.063729376,82736.5,51083792,15456,4053,352
